Index,Open,High,Low,Close,Volume,Adjusted
2010-03-30,123.23136138916,123.451240539551,122.609939575195,123.107078552246,3584224,73.5878295898438
2010-03-31,122.5908203125,123.087951660156,122.036331176758,122.609939575195,5130421,73.2906646728516
2010-04-01,123.279159545898,123.623329162598,121.940727233887,122.609939575195,5209603,73.2906646728516
2010-04-05,122.734222412109,124.091781616211,122.504783630371,123.661567687988,4308160,73.9192962646484
2010-04-06,123.021034240723,123.61376953125,122.418739318848,123.260040283203,4106910,73.6792678833008
2010-04-07,122.877632141113,123.585083007812,122.380500793457,122.82982635498,5394222,73.4220886230469
2010-04-08,122.4091796875,122.5908203125,121.606117248535,121.998085021973,6283217,72.924919128418
2010-04-09,122.256210327148,123.202674865723,121.529640197754,123.097511291504,5423615,73.5820922851562
2010-04-12,122.915870666504,123.288719177246,122.600379943848,122.715103149414,4175946,73.3535308837891
2010-04-13,122.619499206543,123.738052368164,122.217971801758,123.355644226074,7132779,73.7364044189453
2010-04-14,124.024856567383,125.640533447266,123.766731262207,125.478012084961,8938907,75.0050811767578
2010-04-15,124.789672851562,125.372848510742,124.464630126953,125.133842468262,6720864,74.7993240356445
2010-04-16,124.933074951172,126.357551574707,124.521987915039,124.885276794434,9985325,74.650749206543
2010-04-19,124.646270751953,126.462715148926,124.646270751953,126.414916992188,11875970,75.5650939941406
2010-04-20,123.518165588379,124.598472595215,122.619499206543,123.986618041992,15916459,74.1135940551758
2010-04-21,124.158699035645,124.541107177734,122.848945617676,123.317398071289,7906923,73.7135696411133
2010-04-22,122.982795715332,123.671127319336,122.151054382324,123.451240539551,6295351,73.7935256958008
2010-04-23,123.403442382812,124.37858581543,123.049713134766,124.273422241211,6482376,74.2849960327148
2010-04-26,124.053535461426,125.277244567871,123.843208312988,124.980880737305,5528528,74.7079010009766
2010-04-27,124.187377929688,126.195030212402,123.049713134766,123.154876708984,11418868,73.6164093017578
2010-04-28,123.709365844727,124.732315063477,123.355644226074,124.37858581543,7449926,74.3478927612305
2010-04-29,124.808792114258,125.43977355957,124.426383972168,124.722755432129,6053097,74.5536117553711
2010-04-30,124.694076538086,124.894836425781,123.17399597168,123.326957702637,6554968,73.71923828125
2010-05-03,123.699806213379,124.41682434082,123.135757446289,123.900573730469,5221737,74.0621337890625
2010-05-04,123.221794128418,123.260040283203,121.00382232666,122.485656738281,8666110,73.2163848876953
2010-05-05,121.529640197754,122.5908203125,121.290634155273,121.854682922363,6352149,72.8392105102539
2010-05-06,120.736137390137,122.304016113281,110.898658752441,118.470359802246,13774565,71.1791915893555
2010-05-07,117.934989929199,118.919692993164,114.722755432129,116.730400085449,11071701,70.1337890625
2010-05-10,120.717018127441,121.099426269531,119.56022644043,120.717018127441,8853239,72.5290298461914
2010-05-11,119.703636169434,122.772468566895,119.646270751953,121.309753417969,6797849,72.8851623535156
2010-05-12,121.567878723145,127.00764465332,121.424476623535,126.845123291016,17391737,76.2109069824219
2010-05-13,125.172080993652,127.246650695801,125.095603942871,125.697898864746,10980699,75.5216369628906
2010-05-14,125.296363830566,125.879539489746,123.718925476074,125.42064666748,10376425,75.3550643920898
2010-05-17,124.933074951172,125.96558380127,123.040153503418,124.703636169434,9333876,74.9242401123047
2010-05-18,125.487571716309,126.185470581055,124.187377929688,124.23518371582,9759180,74.6427993774414
2010-05-19,123.680686950684,124.76099395752,122.198852539062,123.193115234375,9068088,74.016731262207
2010-05-20,121.62523651123,122.332695007324,118.240921020508,118.355644226074,13782619,71.1102676391602
2010-05-21,116.78776550293,120.086044311523,116.061187744141,119.904396057129,13220917,72.0407943725586
2010-05-24,119.751434326172,120.478012084961,118.585083007812,118.977058410645,7184556,71.4836120605469
2010-05-25,116.128105163574,119.455070495605,116.128105163574,119.043975830078,9931561,71.5238265991211
2010-05-26,119.397705078125,120.401527404785,117.5908203125,117.810707092285,9501027,70.7828903198242
2010-05-27,119.550666809082,120.831741333008,119.282981872559,120.831741333008,8081291,72.5979614257812
2010-05-28,120.42064666748,120.726577758789,118.824089050293,119.751434326172,7763307,71.9489135742188
2010-06-01,119.206497192383,121.300193786621,118.738052368164,118.871894836426,7463628,71.4204559326172
2010-06-02,119.359466552734,121.892921447754,118.881454467773,121.806884765625,8059744,73.1838455200195
2010-06-03,122.131927490234,122.581260681152,120.898658752441,122.332695007324,6950984,73.499755859375
2010-06-04,120.812622070312,121.510513305664,119.187377929688,119.770553588867,10113983,71.9603729248047
2010-06-07,120.047798156738,120.325050354004,118.671127319336,118.671127319336,7271164,71.2998123168945
2010-06-08,118.79541015625,118.986618041992,117.418739318848,118.279159545898,8785563,71.0643157958984
2010-06-09,119.340347290039,120.305923461914,118.145317077637,118.451240539551,8154093,71.1676864624023
2010-06-10,120.449333190918,122.581260681152,120.267684936523,122.065010070801,7823766,73.3389205932617
2010-06-11,121.156791687012,123.135757446289,120.879539489746,122.801147460938,6087929,73.7812347412109
2010-06-14,122.848945617676,124.254302978516,122.839385986328,122.848945617676,7063638,73.8099365234375
2010-06-15,123.260040283203,124.23518371582,122.724662780762,124.082214355469,6958515,74.5509262084961
2010-06-16,122.695983886719,124.933074951172,122.695983886719,124.61759185791,6695446,74.8725433349609
2010-06-17,124.349906921387,125.267684936523,124.149139404297,125.219886779785,5827266,75.2344665527344
2010-06-18,125.258125305176,125.478012084961,124.407264709473,124.426383972168,10022144,74.7576599121094
2010-06-21,125.640533447266,126.137664794922,124.493309020996,124.904396057129,7173259,75.0448989868164
2010-06-22,124.636711120605,125.688339233398,123.393882751465,123.61376953125,6307589,74.2694549560547
2010-06-23,123.565963745117,125.688339233398,123.41300201416,124.388145446777,7171167,74.734733581543
2010-06-24,123.871894836426,124.024856567383,122.084129333496,122.552581787109,5821513,73.6318359375
2010-06-25,122.695983886719,123.422561645508,121.529640197754,121.529640197754,10899738,73.0172653198242
2010-06-28,122.036331176758,123.776290893555,121.62523651123,123.307838439941,6626515,74.0856475830078
2010-06-29,121.749519348145,122.753349304199,118.661567687988,119.588912963867,9807505,71.8512420654297
2010-06-30,119.340347290039,119.713195800781,117.5908203125,118.049713134766,8386828,70.9264602661133
2010-07-01,118.116638183594,118.747611999512,116.261947631836,117.179733276367,10190237,70.4037475585938
2010-07-02,117.868072509766,117.868072509766,115.305923461914,116.500953674316,6751407,69.9959487915039
2010-07-06,118.145317077637,119.149139404297,116.797325134277,118.03059387207,6640740,70.9149856567383
2010-07-07,118.040153503418,121.529640197754,118.040153503418,121.414916992188,7416454,72.9483413696289
2010-07-08,121.76863861084,122.514343261719,121.166351318359,122.342254638672,5689508,73.505500793457
2010-07-09,122.275337219238,122.562141418457,121.692161560059,122.332695007324,4077308,73.499755859375
2010-07-12,121.76863861084,123.164436340332,121.567878723145,123.011474609375,4400417,73.9075775146484
2010-07-13,123.298278808594,125.219886779785,123.03059387207,124.741874694824,6995334,74.9472045898438
2010-07-14,123.632888793945,125.812622070312,123.460800170898,124.971321105957,6911131,75.0850982666016
2010-07-15,124.158699035645,125.162521362305,123.85277557373,124.971321105957,6471393,75.0850982666016
2010-07-16,124.244743347168,124.426383972168,122.227531433105,122.399620056152,7325033,73.5399627685547
2010-07-19,123.011474609375,124.646270751953,122.724662780762,124.082214355469,8774476,74.5509262084961
2010-07-20,117.562141418457,120.994262695312,117.523902893066,120.984703063965,17088920,72.6898574829102
2010-07-21,120.879539489746,120.936904907227,119.139579772949,119.76099395752,9011813,71.9546127319336
2010-07-22,120.76481628418,122.160614013672,120.506690979004,121.864242553711,7226814,73.2183380126953
2010-07-23,121.701721191406,123.135757446289,121.414916992188,122.734222412109,5311588,73.7410125732422
2010-07-26,122.543022155762,122.782028198242,121.548759460449,122.762908935547,5412945,73.7582397460938
2010-07-27,123.116638183594,123.489486694336,122.265777587891,122.97322845459,4862017,73.8845977783203
2010-07-28,123.011474609375,123.661567687988,122.256210327148,122.782028198242,4444245,73.7697219848633
2010-07-29,123.384323120117,123.804969787598,121.548759460449,122.390060424805,9407933,73.5342407226562
2010-07-30,121.82600402832,123.307838439941,121.453155517578,122.753349304199,6297966,73.7525024414062
2010-08-02,123.565963745117,125.430206298828,123.565963745117,125.009559631348,6733625,75.1080703735352
2010-08-03,124.311660766602,125.277244567871,123.642448425293,124.636711120605,5326023,74.8840560913086
2010-08-04,124.722755432129,125.717018127441,124.139579772949,125.497131347656,4777605,75.4010162353516
2010-08-05,124.980880737305,126.175910949707,124.789672851562,126.032501220703,4728548,75.72265625
2010-08-06,124.674949645996,124.741874694824,123.097511291504,124.41682434082,6418465,75.1223373413086
2010-08-09,125.038238525391,126.520072937012,124.665390014648,126.195030212402,6413758,76.1960067749023
2010-08-10,125.411087036133,126.663482666016,125.019119262695,126.042068481445,5723398,76.1036758422852
2010-08-11,124.942642211914,124.942642211914,123.766731262207,124.120460510254,6606641,74.9434204101562
2010-08-12,122.074569702148,123.116638183594,121.912048339844,122.657745361328,5368281,74.0602264404297
2010-08-13,122.332695007324,122.810707092285,121.730400085449,122.246650695801,4884192,73.8120193481445
2010-08-16,121.864242553711,122.5908203125,121.376670837402,122.151054382324,4193623,73.7542953491211
2010-08-17,123.164436340332,124.139579772949,122.275337219238,122.801147460938,4496022,74.1468048095703
2010-08-18,123.202674865723,124.474189758301,122.179733276367,123.699806213379,5107827,74.6893997192383
2010-08-19,123.011474609375,123.891014099121,122.390060424805,123.23136138916,5650910,74.4065780639648
2010-08-20,123.059272766113,123.307838439941,121.376670837402,121.892921447754,6533630,73.5984191894531
2010-08-23,121.959846496582,122.399620056152,120.879539489746,120.908218383789,4219982,73.0038681030273
2010-08-24,119.703636169434,120.478012084961,119.091781616211,119.407264709473,5879775,72.0975875854492
2010-08-25,119.091781616211,120.076484680176,118.546844482422,119.76099395752,5476124,72.311149597168
2010-08-26,120.248565673828,120.248565673828,117.380500793457,117.380500793457,8102944,70.8738327026367
2010-08-27,118.384323120117,119.311660766602,117.036331176758,119.244743347168,6500053,71.9994659423828
2010-08-30,119.57935333252,119.76099395752,117.97322845459,117.97322845459,3769784,71.2317352294922
2010-08-31,117.887191772461,118.537284851074,116.902488708496,117.715103149414,5882913,71.0758895874023
2010-09-01,119.79923248291,120.755256652832,119.043975830078,120.23900604248,5881763,72.5997695922852
2010-09-02,120.487571716309,120.678779602051,119.168258666992,119.541107177734,5338052,72.1784210205078
2010-09-03,120.669212341309,121.988525390625,120.363288879395,121.96940612793,5379473,73.6446151733398
2010-09-07,121.40535736084,121.759078979492,120.344169616699,120.411087036133,4553552,72.7036666870117
2010-09-08,120.478012084961,120.956024169922,119.875717163086,120.535369873047,4683465,72.7787475585938
2010-09-09,121.673042297363,121.959846496582,120.602294921875,120.803062438965,3594788,72.9403839111328
2010-09-10,121.40535736084,122.64818572998,120.707458496094,122.361373901367,4621960,73.8812561035156
2010-09-13,122.97322845459,124.282981872559,122.868072509766,123.910133361816,5513780,74.81640625
2010-09-14,122.782028198242,124.206497192383,122.782028198242,123.183555603027,5073623,74.3776779174805
2010-09-15,122.99235534668,124.244743347168,122.887191772461,123.738052368164,4981575,74.7125091552734
2010-09-16,123.518165588379,124.23518371582,123.135757446289,123.967498779297,4900510,74.8510513305664
2010-09-17,124.206497192383,124.856597900391,123.99617767334,124.464630126953,10875680,75.1512069702148
2010-09-20,124.512428283691,126.281074523926,124.388145446777,125.994262695312,7474193,76.0747985839844
2010-09-21,125.669212341309,126.959846496582,125.028678894043,126.175910949707,5510223,76.1844863891602
2010-09-22,125.82218170166,126.749519348145,125.62141418457,126.739959716797,5148830,76.5250473022461
2010-09-23,125.640533447266,126.940727233887,125.449333190918,125.879539489746,4078145,76.0055160522461
2010-09-24,126.596557617188,128.250473022461,126.520072937012,128.21223449707,7450030,77.4139862060547
2010-09-27,127.638626098633,129.063095092773,127.638626098633,128.728485107422,6438548,77.725715637207
2010-09-28,128.747604370117,129.19694519043,127.82982635498,128.957931518555,7825440,77.8642578125
2010-09-29,128.489486694336,129.827911376953,128.43212890625,129.521987915039,5388155,78.2048187255859
2010-09-30,129.541107177734,130.124282836914,127.79158782959,128.240921020508,6721387,77.4313507080078
2010-10-01,129.550674438477,130.286804199219,129.149139404297,129.674957275391,5879775,78.2971649169922
2010-10-04,129.282989501953,129.942642211914,128.479919433594,129.302108764648,4246655,78.0720672607422
2010-10-05,130.191207885742,131.835571289062,130.133850097656,131.60612487793,6487815,79.4632186889648
2010-10-06,130.860427856445,131.892929077148,130.812622070312,131.778198242188,5003018,79.5671005249023
2010-10-07,131.854690551758,132.7724609375,131.472274780273,132.619506835938,6737077,80.0750885009766
2010-10-08,132.313583374023,132.973236083984,131.988525390625,132.743789672852,4749677,80.1501388549805
2010-10-11,132.686416625977,133.785858154297,132.543014526367,133.518157958984,4188498,80.6177062988281
2010-10-12,132.313583374023,133.833648681641,132.189300537109,133.699813842773,5896616,80.7273406982422
2010-10-13,133.757171630859,135.25813293457,133.632888793945,134.19694519043,9188378,81.0275115966797
2010-10-14,134.177825927734,135.277252197266,133.546844482422,135.277252197266,5913143,81.679817199707
2010-10-15,135.850860595703,135.850860595703,134.359466552734,134.856597900391,7552538,81.4258346557617
2010-10-18,134.703628540039,136.739959716797,134.646270751953,136.548751831055,10797544,82.4475402832031
2010-10-19,131.261947631836,133.21223449707,130.688339233398,131.959854125977,14810419,79.6767959594727
2010-10-20,132.198852539062,133.718933105469,132.055450439453,132.954116821289,7264993,80.2771530151367
2010-10-21,133.661575317383,134.311660766602,132.313583374023,133.680694580078,6507375,80.7158279418945
2010-10-22,133.986618041992,134.56022644043,133.326965332031,133.527725219727,4294144,80.6234741210938
2010-10-25,134.244735717773,135.181640625,133.661575317383,133.690246582031,5094020,80.7215805053711
2010-10-26,133.164428710938,135.755264282227,132.437866210938,134.483749389648,7664147,81.2007446289062
2010-10-27,133.384323120117,135.344161987305,132.887191772461,135.210327148438,6762704,81.6394424438477
2010-10-28,135.602294921875,135.707458496094,134.244735717773,134.703628540039,5733754,81.3334808349609
2010-10-29,134.703628540039,137.667297363281,134.56022644043,137.284896850586,8827508,82.8920135498047
2010-11-01,137.323135375977,137.915863037109,136.061187744141,137.017211914062,5935632,82.7304000854492
2010-11-02,137.523895263672,138.346084594727,137.390060424805,137.514343261719,4839214,83.0305786132812
2010-11-03,137.896743774414,138.107070922852,136.357559204102,137.829833984375,5420477,83.2210464477539
2010-11-04,138.451248168945,140.382415771484,138.346084594727,140.334609985352,6927135,84.7334289550781
2010-11-05,139.521987915039,140.468444824219,139.263854980469,140.458892822266,5225607,84.8084716796875
2010-11-08,138.957931518555,140.133850097656,138.862335205078,140.019119262695,4664846,84.9186096191406
2010-11-09,140.248565673828,141.042068481445,139.225616455078,139.713195800781,5962828,84.7331085205078
2010-11-10,139.665390014648,140.334609985352,139.225616455078,140.105163574219,5409912,84.9708251953125
2010-11-11,138.336517333984,139.101333618164,137.045883178711,139.034423828125,4970801,84.3214721679688
2010-11-12,138.231353759766,139.359466552734,137.237091064453,137.418731689453,4949149,83.3415374755859
2010-11-15,137.562133789062,138.384323120117,136.96940612793,137.323135375977,4003774,83.2835845947266
2010-11-16,136.64436340332,137.074569702148,134.971313476562,135.984710693359,6633837,82.4718399047852
2010-11-17,136.223709106445,136.223709106445,135.172088623047,135.707458496094,5006051,82.3036727905273
2010-11-18,136.749526977539,138.61376953125,136.472274780273,138.011474609375,4431065,83.701057434082
2010-11-19,138.03059387207,138.957931518555,137.657745361328,138.671127319336,5246631,84.1010971069336
2010-11-22,137.667297363281,139.034423828125,137.246658325195,138.996170043945,3902312,84.2982559204102
2010-11-23,137.896743774414,138.17399597168,136.070739746094,136.883361816406,4780534,83.0168609619141
2010-11-24,137.619506835938,140,137.495223999023,139.397705078125,5098309,84.541748046875
2010-11-26,138.910140991211,138.910140991211,137.256210327148,137.571701049805,2177040,83.4343490600586
2010-11-29,137.217971801758,137.351821899414,135.277252197266,136.60612487793,5272154,82.8487319946289
2010-11-30,135.984710693359,136.481842041016,135.066925048828,135.238998413086,8027841,82.0195999145508
2010-12-01,137.294448852539,138.747604370117,137.198852539062,138.059280395508,7136649,83.7300338745117
2010-12-02,137.982788085938,139.435943603516,137.954116821289,138.79541015625,5621204,84.1764907836914
2010-12-03,137.906311035156,139.273422241211,137.906311035156,138.986618041992,3881288,84.2924499511719
2010-12-06,138.183563232422,139.455062866211,138.164428710938,138.61376953125,3474603,84.0663223266602
2010-12-07,139.59846496582,139.866149902344,137.543014526367,137.686416625977,5050716,83.5038833618164
2010-12-08,138.001907348633,139.244735717773,137.514343261719,138.604202270508,5189624,84.0605239868164
2010-12-09,139.521987915039,139.521987915039,137.208419799805,137.954116821289,4607944,83.6662292480469
2010-12-10,138.508605957031,138.575531005859,137.4091796875,138.451248168945,3664975,83.9677429199219
2010-12-13,138.757171630859,139.005737304688,137.868072509766,137.934997558594,4959086,83.654670715332
2010-12-14,137.915863037109,139.588912963867,137.915863037109,139.407272338867,5021637,84.5475769042969
2010-12-15,138.747604370117,139.311660766602,137.963668823242,138.35563659668,4651980,83.909797668457
2010-12-16,138.470367431641,138.929260253906,137.810699462891,138.193115234375,4370816,83.8112030029297
2010-12-17,138.326965332031,139.101333618164,138.049713134766,138.623321533203,10488242,84.0720825195312
2010-12-20,138.996170043945,139.139572143555,138.040145874023,138.154876708984,4178770,83.7880096435547
2010-12-21,138.61376953125,139.569793701172,137.982788085938,139.330780029297,3950847,84.5011672973633
2010-12-22,139.254302978516,139.961761474609,139.177825927734,139.531555175781,3544685,84.622917175293
2010-12-23,139.474182128906,139.894836425781,138.938812255859,139.474182128906,2536027,84.5881271362305
2010-12-27,138.738052368164,139.292541503906,138.623321533203,138.948379516602,2421176,84.2692565917969
2010-12-28,138.919692993164,139.722747802734,138.680694580078,139.302108764648,2823782,84.4837875366211
2010-12-29,139.579345703125,141.013381958008,139.302108764648,140.076477050781,3829511,84.9534149169922
2010-12-30,139.923522949219,140.640533447266,139.818359375,140.219879150391,3178899,85.0403823852539
2010-12-31,140.277252197266,140.602294921875,139.541107177734,140.305923461914,3106411,85.0925598144531
2011-01-03,140.736145019531,141.682601928711,140.669219970703,140.994262695312,4815575,85.5100326538086
2011-01-04,141.070739746094,141.701721191406,140.191207885742,141.147232055664,5292865,85.6027908325195
2011-01-05,140.860427856445,140.994262695312,140.277252197266,140.58317565918,4871640,85.2607345581055
2011-01-06,140.659652709961,142.246658325195,140.363296508789,142.122375488281,5260543,86.1942367553711
2011-01-07,142.246658325195,142.313583374023,140.478012084961,141.424468994141,4325942,85.7709579467773
2011-01-10,141.089859008789,141.548751831055,140.755264282227,141.147232055664,3800536,85.6027908325195
2011-01-11,141.682601928711,141.82600402832,140.296371459961,140.80305480957,4355126,85.3940963745117
2011-01-12,141.481842041016,142.724670410156,141.175903320312,142.543014526367,4279709,86.4493103027344
2011-01-13,142.676864624023,142.724670410156,141.730407714844,142.275329589844,3604307,86.286994934082
2011-01-14,142.342254638672,143.403442382812,141.940719604492,143.403442382812,4753233,86.97119140625
2011-01-18,143.231353759766,144.799240112305,142.810699462891,144.024856567383,9599037,87.3480072021484
2011-01-19,146.520080566406,149.263854980469,146.108993530273,148.843215942383,12699486,90.270263671875
2011-01-20,147.734222412109,149.101333618164,147.657745361328,148.948379516602,7782135,90.3340759277344
2011-01-21,149.521987915039,149.885284423828,148.145309448242,148.661575317383,7331414,90.1601104736328
2011-01-24,148.585083007812,152.762908935547,148.499038696289,152.609939575195,7620215,92.5547180175781
2011-01-25,152.208419799805,157.122375488281,152.00764465332,154.340347290039,8640797,93.6041641235352
2011-01-26,154.56022644043,154.780120849609,153.365203857422,153.957931518555,5599343,93.372184753418
2011-01-27,154.330780029297,155.047805786133,153.785858154297,153.986618041992,5102702,93.3896255493164
2011-01-28,153.967498779297,154.799240112305,151.692153930664,152.208419799805,7034978,92.3111572265625
2011-01-31,152.179733276367,154.875717163086,151.701721191406,154.875717163086,7528271,93.9288635253906
2011-02-01,154.980880737305,156.730407714844,154.875717163086,156.367111206055,6099540,94.8333587646484
2011-02-02,156.214141845703,156.405349731445,155.458892822266,156.118545532227,4083584,94.6826019287109
2011-02-03,155.984710693359,156.978973388672,155.650100708008,156.338424682617,4898836,94.81591796875
2011-02-04,156.290634155273,156.921600341797,156.042068481445,156.78776550293,3927939,95.0884628295898
2011-02-07,156.864242553711,157.734222412109,156.806884765625,157.571701049805,5154793,95.5639038085938
2011-02-08,157.571701049805,158.938812255859,157.093688964844,158.747604370117,5870780,96.6582489013672
2011-02-09,158.336517333984,158.671127319336,156.883361816406,157.4091796875,4846746,95.8433456420898
2011-02-10,156.692153930664,157.743789672852,156.003829956055,156.873809814453,6001739,95.5173263549805
2011-02-11,156.768646240234,157.753341674805,156.128112792969,156.64436340332,5423719,95.3776550292969
2011-02-14,156.959854125977,157.15104675293,155.688339233398,156.042068481445,4319771,95.0109329223633
2011-02-15,155.726577758789,156.376678466797,155.372848510742,155.678771972656,3942060,94.7897109985352
2011-02-16,156.147232055664,156.405349731445,155.592727661133,156.214141845703,3363936,95.1156845092773
2011-02-17,156.118545532227,157.428298950195,155.688339233398,157.017211914062,3379103,95.6046905517578
2011-02-18,157.2275390625,157.5908203125,156.883361816406,157.5908203125,4440270,95.9538955688477
2011-02-22,156.376678466797,157.036331176758,154.665390014648,154.827911376953,5448928,94.2716217041016
2011-02-23,154.694076538086,155.525817871094,153.097518920898,153.135757446289,6274013,93.2413177490234
2011-02-24,152.609939575195,154.177825927734,152.036331176758,153.699813842773,5970045,93.5847396850586
2011-02-25,153.97705078125,155.200759887695,153.785858154297,155.143402099609,4726246,94.4637298583984
2011-02-28,155.219879150391,155.822174072266,154.149139404297,154.761001586914,4992558,94.2309112548828
2011-03-01,155.975143432617,155.975143432617,152.84895324707,152.934997558594,4584409,93.1191329956055
2011-03-02,152.418731689453,154.024856567383,152.399612426758,153.116638183594,3569998,93.2296524047852
2011-03-03,154.321228027344,156.78776550293,154.177825927734,156.290634155273,4244459,95.1622161865234
2011-03-04,156.214141845703,157.084136962891,153.585083007812,154.713195800781,5136592,94.2017974853516
2011-03-07,154.493301391602,155.812622070312,151.864242553711,152.896743774414,5556352,93.0957870483398
2011-03-08,152.676864624023,156.242828369141,152.208419799805,155.143402099609,5632501,94.4637298583984
